bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,DepthSum,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MetaBAT2Refined-MV_130.4.fa.gz,MV_130,NHM Vienna,Rupicapra rupicapra,male,,1933,Austria,,,MEGAHIT-MetaBAT2Refined-MV_130.4.fa.gz,bacteria_odb10,88.7,87.9,0.8,4.8,6.5,124,MEGAHIT-MetaBAT2Refined-MV_130.4.fa.gz,233,233,133,55,2,0,1747458,1747458,1435834,858086,53319,0,233,27725,1747458,47.43,9868,6347,57,111,0.0,0 + 0 part,13,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_130.4.fa.gz,o__Selenomonadales (UID1024),64,334,167,21,306,7,0,0,0,92.18,2.87,0.0,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,86.63,11.0,0.97003,
MEGAHIT-MetaBAT2Refined-MV_130.8.fa.gz,MV_130,NHM Vienna,Rupicapra rupicapra,male,,1933,Austria,,,MEGAHIT-MetaBAT2Refined-MV_130.8.fa.gz,bacteria_odb10,87.9,83.1,4.8,8.1,4.0,124,MEGAHIT-MetaBAT2Refined-MV_130.8.fa.gz,165,165,131,86,29,4,2488162,2488162,2380261,2047392,1107969,235954,165,74392,2488162,61.42,22547,12879,35,71,0.0,0 + 0 part,69,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_130.8.fa.gz,p__Actinobacteria (UID1454),732,205,119,15,176,14,0,0,0,95.03,4.65,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__Asp313 sp015062745,GCA_015062745.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__Asp313 sp015062745,98.23,0.841,,,,,,,ani_screen,classification based on ANI only,GCF_003073475.1; s__Asp313 sp003073475; 95.0; 90.49; 0.66,,,,
MEGAHIT-MaxBin2Refined-MV_070.007.fa.gz,MV_070,NHM Vienna,Meles meles,male,,1992,Austria,,,MEGAHIT-MaxBin2Refined-MV_070.007.fa.gz,bacteria_odb10,91.9,91.1,0.8,4.0,4.1,124,MEGAHIT-MaxBin2Refined-MV_070.007.fa.gz,395,395,198,95,9,0,2776856,2776856,2257289,1517820,266242,0,395,48011,2776856,48.92,10699,6064,83,167,0.0,0 + 0 part,24,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-MV_070.007.fa.gz,o__Clostridiales (UID1120),304,250,143,12,231,5,2,0,0,96.78,3.47,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Fil.fa.gzctoraceae;g__JAUMYL01;s__,,,,,,GCA_030528675.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Fil.fa.gzctoraceae;g__JAUMYL01;s__JAUMYL01 sp030528675,91.68,0.669,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Fil.fa.gzctoraceae;g__JAUMYL01;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,87.96,11.0,0.9884,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-MV_070.11.fa.gz,MV_070,NHM Vienna,Meles meles,male,,1992,Austria,,,MEGAHIT-MetaBAT2Refined-MV_070.11.fa.gz,bacteria_odb10,79.0,78.2,0.8,11.3,9.7,124,MEGAHIT-MetaBAT2Refined-MV_070.11.fa.gz,377,377,201,95,7,0,2785989,2785989,2262423,1501635,237493,0,377,42181,2785989,63.06,10825,6068,85,171,0.0,1 + 0 part,41,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_070.11.fa.gz,k__Bacteria (UID209),5443,105,59,4,99,2,0,0,0,96.3,3.39,0.0,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__CAJPSE01 sp003860125,GCF_003860125.1,95.0,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__CAJPSE01 sp003860125,98.29,0.836,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-MV_070.14.fa.gz,MV_070,NHM Vienna,Meles meles,male,,1992,Austria,,,MEGAHIT-MetaBAT2Refined-MV_070.14.fa.gz,bacteria_odb10,93.5,91.1,2.4,4.8,1.7,124,MEGAHIT-MetaBAT2Refined-MV_070.14.fa.gz,324,324,207,79,8,1,2651932,2651932,2267658,1361929,268967,58893,324,58893,2651932,60.29,10338,6535,76,159,0.0,0 + 0 part,60,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_070.14.fa.gz,o__Actinomycetales (UID1809),267,400,222,14,375,11,0,0,0,96.2,2.03,9.09,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,GCF_030532715.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp030532715,81.97,0.182,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_030408595.1; s__Corynebacterium canis; 95.0; 83.15; 0.247,92.99,11.0,0.98944,
MEGAHIT-MetaBAT2Refined-MV_070.1_sub.fa.gz,MV_070,NHM Vienna,Meles meles,male,,1992,Austria,,,MEGAHIT-MetaBAT2Refined-MV_070.1_sub.fa.gz,bacteria_odb10,87.9,87.9,0.0,6.5,5.6,124,MEGAHIT-MetaBAT2Refined-MV_070.1_sub.fa.gz,218,218,118,45,4,0,1553263,1553263,1243026,733667,132079,0,218,46877,1553263,48.31,8892,5809,50,104,0.0,0 + 0 part,18,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_070.1_sub.fa.gz,o__Clostridiales (UID1212),172,257,149,13,240,4,0,0,0,94.8,1.62,50.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,90.8,11.0,0.93167,
MEGAHIT-MetaBAT2Refined-MV_070.7.fa.gz,MV_070,NHM Vienna,Meles meles,male,,1992,Austria,,,MEGAHIT-MetaBAT2Refined-MV_070.7.fa.gz,bacteria_odb10,81.5,81.5,0.0,13.7,4.8,124,MEGAHIT-MetaBAT2Refined-MV_070.7.fa.gz,335,335,163,55,6,0,2143558,2143558,1660371,889203,190416,0,335,40949,2143558,58.6,8645,5294,75,153,0.0,0 + 0 part,22,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_070.7.fa.gz,k__Bacteria (UID1453),901,171,117,6,161,4,0,0,0,96.74,2.85,25.0,d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,83.48,11.0,0.78845,
MEGAHIT-MetaBAT2Refined-RM_179.7.fa.gz,RM_179,RMCA,Papio anubis,male,M3,1981,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_179.7.fa.gz,bacteria_odb10,96.8,96.0,0.8,0.8,2.4,124,MEGAHIT-MetaBAT2Refined-RM_179.7.fa.gz,62,62,53,43,21,6,1435886,1435886,1409797,1340203,989222,471721,62,92673,1435886,42.49,36074,18494,12,26,0.0,0 + 0 part,103,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_179.7.fa.gz,o__Clostridiales (UID1120),304,247,141,11,232,4,0,0,0,92.91,0.9,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,94.64,11.0,0.89372,
MEGAHIT-MetaBAT2Refined-MV_079p.10.fa.gz,MV_079p,NHM Vienna,Meles meles,?&male,,1985,Austria,,,MEGAHIT-MetaBAT2Refined-MV_079p.10.fa.gz,bacteria_odb10,96.0,96.0,0.0,0.8,3.2,124,MEGAHIT-MetaBAT2Refined-MV_079p.10.fa.gz,222,222,128,59,2,0,1691681,1691681,1414029,913614,51854,0,222,26360,1691681,37.99,11189,6326,53,103,0.0,0 + 0 part,40,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_079p.10.fa.gz,o__Lactobacillales (UID355),490,333,183,4,323,6,0,0,0,98.77,1.43,66.67,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,94.82,11.0,0.87593,
MEGAHIT-MetaBAT2Refined-MV_079p.16.fa.gz,MV_079p,NHM Vienna,Meles meles,?&male,,1985,Austria,,,MEGAHIT-MetaBAT2Refined-MV_079p.16.fa.gz,bacteria_odb10,87.9,86.3,1.6,2.4,9.7,124,MEGAHIT-MetaBAT2Refined-MV_079p.16.fa.gz,159,159,131,94,33,7,2724829,2724829,2631191,2360500,1390461,467031,159,89941,2724829,53.12,25671,14221,32,68,0.0,0 + 0 part,19,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_079p.16.fa.gz,k__Bacteria (UID1452),924,163,110,13,147,3,0,0,0,90.45,2.73,0.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp029983925,GCA_029983925.1,95.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp029983925,99.13,0.93,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-MV_079p.1.fa.gz,MV_079p,NHM Vienna,Meles meles,?&male,,1985,Austria,,,MEGAHIT-MetaBAT2Refined-MV_079p.1.fa.gz,bacteria_odb10,91.1,87.1,4.0,4.0,4.9,124,MEGAHIT-MetaBAT2Refined-MV_079p.1.fa.gz,543,543,165,40,3,0,2555970,2555970,1449568,578304,83524,0,543,29989,2555970,34.96,5774,3567,134,277,0.0,1 + 0 part,89,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_079p.1.fa.gz,p__Bacteroidetes (UID2605),350,316,210,16,283,17,0,0,0,94.47,2.1,47.06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,,,,,,GCF_000379185.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga cynodegmi,91.18,0.681,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_002302635.1; s__Capnocytophaga stomatis; 95.0; 85.46; 0.342; GCF_009684755.1; s__Capnocytophaga felis; 95.0; 85.01; 0.317,84.45,11.0,0.99309,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-MV_079p.26.fa.gz,MV_079p,NHM Vienna,Meles meles,?&male,,1985,Austria,,,MEGAHIT-MetaBAT2Refined-MV_079p.26.fa.gz,bacteria_odb10,79.8,79.0,0.8,5.6,14.6,124,MEGAHIT-MetaBAT2Refined-MV_079p.26.fa.gz,402,402,198,64,8,0,2588606,2588606,1985608,1052026,236718,0,402,36923,2588606,63.59,8412,5045,91,190,0.0,1 + 0 part,18,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_079p.26.fa.gz,k__Bacteria (UID209),5443,105,59,6,98,1,0,0,0,95.99,0.15,0.0,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__CAJPSE01 sp003860125,GCF_003860125.1,95.0,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__CAJPSE01;s__CAJPSE01 sp003860125,98.8,0.895,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-MV_079p.31.fa.gz,MV_079p,NHM Vienna,Meles meles,?&male,,1985,Austria,,,MEGAHIT-MetaBAT2Refined-MV_079p.31.fa.gz,bacteria_odb10,82.3,82.3,0.0,6.5,11.2,124,MEGAHIT-MetaBAT2Refined-MV_079p.31.fa.gz,282,282,202,96,8,2,2672820,2672820,2424119,1644995,296579,101366,282,50786,2672820,60.42,12614,7683,69,137,0.0,0 + 0 part,61,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-MV_079p.31.fa.gz,o__Actinomycetales (UID1809),267,400,222,27,367,6,0,0,0,96.39,2.06,33.33,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,GCF_030532715.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp030532715,81.54,0.188,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_030408595.1; s__Corynebacterium canis; 95.0; 82.5; 0.257,82.11,11.0,0.98927,
MEGAHIT-MaxBin2Refined-RM_113.001.fa.gz,RM_113,RMCA,Equus burchellii,female,pd4,1931,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_113.001.fa.gz,bacteria_odb10,97.6,96.8,0.8,2.4,0.0,124,MEGAHIT-MaxBin2Refined-RM_113.001.fa.gz,50,50,48,44,29,18,2749996,2749996,2744524,2709505,2462386,2081086,50,209755,2749996,70.09,96677,50468,10,18,0.0,3 + 0 part,829,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_113.001.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,2,407,11,0,0,0,99.53,2.53,18.18,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,GCF_000220835.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp000220835,81.82,0.217,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_000711965.1; s__Actinomyces israelii; 95.0; 81.9; 0.21; GCF_000429265.1; s__Actinomyces gerencseriae; 95.0; 81.21; 0.167,93.72,11.0,0.97814,
MEGAHIT-MaxBin2Refined-RM_113.002.fa.gz,RM_113,RMCA,Equus burchellii,female,pd4,1931,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_113.002.fa.gz,bacteria_odb10,99.2,98.4,0.8,0.8,0.0,124,MEGAHIT-MaxBin2Refined-RM_113.002.fa.gz,103,103,86,63,34,16,2321996,2321996,2271311,2106276,1599371,1007799,103,83871,2321996,40.24,36205,22279,20,41,0.0,1 + 1 part,362,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_113.002.fa.gz,o__Lactobacillales (UID544),293,475,267,2,468,5,0,0,0,99.25,0.86,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,,,,,,GCF_001431045.1,95.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus orisasini,93.85,0.785,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_001937065.1; s__Streptococcus sp001937065; 95.0; 87.05; 0.556; GCF_000286075.1; s__Streptococcus ratti; 95.0; 84.54; 0.442; GCF_000423725.1; s__Streptococcus devriesei; 95.0; 83.24; 0.371,97.48,11.0,0.99856,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_113.8.fa.gz,RM_113,RMCA,Equus burchellii,female,pd4,1931,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_113.8.fa.gz,bacteria_odb10,88.7,87.9,0.8,8.1,3.2,124,MEGAHIT-MetaBAT2Refined-RM_113.8.fa.gz,96,96,81,67,39,19,2903517,2903517,2854798,2756068,2218896,1451122,96,177308,2903517,64.67,48948,29383,20,38,0.0,1 + 0 part,66,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_113.8.fa.gz,o__Actinomycetales (UID1530),622,257,151,11,243,3,0,0,0,96.47,0.23,66.67,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,,,,,,GCF_000413315.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__Brooklawnia sp000413315,83.8,0.435,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,91.02,11.0,0.98801,
MEGAHIT-MetaBAT2Refined-RM_040.2.fa.gz,RM_040,RMCA,Cephalophus silvicultor,male,M3P4,1983,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_040.2.fa.gz,bacteria_odb10,96.0,94.4,1.6,4.0,0.0,124,MEGAHIT-MetaBAT2Refined-RM_040.2.fa.gz,205,205,150,98,36,11,3072953,3072953,2910863,2532733,1535337,715034,205,92751,3072953,63.41,24948,13245,37,79,0.0,1 + 0 part,52,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_040.2.fa.gz,o__Actinomycetales (UID1697),387,327,191,10,308,9,0,0,0,95.64,2.53,33.33,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,93.96,11.0,0.96302,
MEGAHIT-MaxBin2Refined-RM_082.001.fa.gz,RM_082,RMCA,Piliocolobus foai,male,M3,1981,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_082.001.fa.gz,bacteria_odb10,80.6,80.6,0.0,2.4,17.0,124,MEGAHIT-MaxBin2Refined-RM_082.001.fa.gz,424,424,233,127,34,1,3820934,3820934,3340791,2551955,1132926,56253,424,56253,3820934,39.94,15284,8376,75,162,0.0,2 + 0 part,44,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_082.001.fa.gz,f__Moraxellaceae (UID4680),86,689,365,33,644,12,0,0,0,99.57,2.01,25.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter chengduensis,GCF_003664645.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter chengduensis,97.98,0.797,,,,,,,ani_screen,classification based on ANI only,GCF_003024525.3; s__Acinetobacter cumulans; 95.0; 89.79; 0.611,,,,
MEGAHIT-MetaBAT2Refined-RM_082.14.fa.gz,RM_082,RMCA,Piliocolobus foai,male,M3,1981,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_082.14.fa.gz,bacteria_odb10,90.3,89.5,0.8,0.8,8.9,124,MEGAHIT-MetaBAT2Refined-RM_082.14.fa.gz,318,318,231,144,32,2,3813395,3813395,3541240,2898601,1138965,138897,318,80623,3813395,46.11,17103,10197,70,141,0.0,1 + 0 part,31,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_082.14.fa.gz,p__Bacteroidetes (UID2605),350,316,210,7,308,1,0,0,0,98.1,0.48,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ZOR0009;g__Acetobacteroides;s__,,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ZOR0009;g__Acetobacteroides;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,92.57,11.0,0.96247,
MEGAHIT-MaxBin2Refined-DM_028.004.fa.gz,DM_028,Adametz collection,Equus caballus,,,<1940,,,,MEGAHIT-MaxBin2Refined-DM_028.004.fa.gz,bacteria_odb10,84.7,83.1,1.6,7.3,8.0,124,MEGAHIT-MaxBin2Refined-DM_028.004.fa.gz,440,440,140,50,2,0,2019526,2019526,1364354,728547,53277,0,440,27493,2019526,59.79,7548,3886,83,175,0.0,0 + 1 part,27,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-DM_028.004.fa.gz,f__Bifidobacteriaceae (UID1458),77,455,214,11,425,19,0,0,0,97.93,3.71,21.05,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__,,,,,,GCF_001042675.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia denticolens,93.85,0.75,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,84.97,11.0,0.99777,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-DM_028.2.fa.gz,DM_028,Adametz collection,Equus caballus,,,<1940,,,,MEGAHIT-MetaBAT2Refined-DM_028.2.fa.gz,bacteria_odb10,96.8,96.0,0.8,2.4,0.8,124,MEGAHIT-MetaBAT2Refined-DM_028.2.fa.gz,128,128,110,84,44,11,2770145,2770145,2709725,2518402,1846920,726770,128,96227,2770145,71.4,31631,20257,28,55,0.0,1 + 0 part,114,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-DM_028.2.fa.gz,o__Actinomycetales (UID1530),622,258,152,4,253,1,0,0,0,98.25,0.33,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,,,,,,GCF_000426605.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium acid.fa.gzciens,94.04,0.795,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003666605.1; s__Propionibacterium australiense; 95.0; 85.6; 0.428; GCF_900289195.1; s__Propionibacterium ruminifibrarum; 95.0; 85.45; 0.407,96.11,11.0,0.99259,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
